entity_key,display_name,n_txn,exposure,n_flagged,has_tier1,n_ids
MERCER HEALTH & BENEFITS LLC,MERCER HEALTH & BENEFITS LLC,5,523821,3,0,2
MCI COMMUNICATIONS SERVICE INC,MCI COMMUNICATIONS SERVICE INC,2,523665,2,0,1
CHANDLER PREPARATORY ACADEMY,CHANDLER PREPARATORY ACADEMY,4,523446,0,0,1
STATEWIDE INDEPENDENT LIVING COUNCIL,STATEWIDE INDEPENDENT LIVING COUNCIL,4,523394,1,0,1
ZETRON INC,ZETRON INC,2,521930,0,0,2
TONTO BASIN FIRE DISTRICT,TONTO BASIN FIRE DISTRICT,1,521574,0,0,1
"SANDERS UNIFIED SCHOOL DISTRICT #18","SANDERS UNIFIED SCHOOL DISTRICT #18",2,521315,0,0,1
CONTINENTAL FLOORING CO,CONTINENTAL FLOORING CO,3,521098,0,0,1
DESERT STAR COMMUNITY SCHOOL,DESERT STAR COMMUNITY SCHOOL,3,519615,0,0,1
HIGH SIDE ELECTRIC LLC,HIGH SIDE ELECTRIC LLC,3,519603,1,0,1
EPIDAURUS,EPIDAURUS,3,518673,0,0,1
PARAGON MGMT INC DBA PARADISE SCHOOLS,PARAGON MGMT INC DBA PARADISE SCHOOLS,1,518128,0,0,1
WEST GILBERT CHARTER ELEMENTARY SCHOOL INC,WEST GILBERT CHARTER ELEMENTARY SCHOOL INC,2,517881,0,0,1
ITP CONSULTING INC,ITP CONSULTING INC,4,517750,0,0,1
DYSART COMMUNITY CENTER,DYSART COMMUNITY CENTER,2,517000,0,0,1
MOUNTAIN HIGH EXCAVATING,MOUNTAIN HIGH EXCAVATING,3,515897,3,0,1
MARYS MISSION & DEV,MARYS MISSION & DEV,4,515642,0,0,1
VEREGY DER & ELECTRICAL LLC,VEREGY DER & ELECTRICAL LLC,3,514493,2,0,1
ARCHWAY CLASSICAL ACADEMY CICERO,ARCHWAY CLASSICAL ACADEMY CICERO,4,513053,0,0,1
SMALL VICTORIES WELLNESS,SMALL VICTORIES WELLNESS,3,512136,0,0,1
CODEX CORPORATION,CODEX CORPORATION,2,510640,1,0,1
P6 3550 NORTH CENTRAL LLC,P6 3550 NORTH CENTRAL LLC,5,510440,5,0,1
PARK VIEW SCHOOL INC,PARK VIEW SCHOOL INC,4,510300,0,0,1
BEVERAGE ALCOHOL COMMUNITY INFORMATION COUNCIL,BEVERAGE ALCOHOL COMMUNITY INFORMATION COUNCIL,4,510000,0,0,1
WESTERN AREA POWER ADMINISTRATION,WESTERN AREA POWER ADMINISTRATION,2,510000,2,0,1
SELF DEVELOPMENT CHARTER SCHOOL,SELF DEVELOPMENT CHARTER SCHOOL,4,509843,0,0,1
CAMBRIDGE ASSOCIATES LLC,CAMBRIDGE ASSOCIATES LLC,2,508712,2,0,1
FORT HUACHUCA ACCOMMODATION SCHOOL,FORT HUACHUCA ACCOMMODATION SCHOOL,3,507875,0,0,1
THE PEAK SCHOOL INC,THE PEAK SCHOOL INC,3,507186,0,0,1
HUMANITIES AND SCIENCES ACADEMY OF THE U.S.,HUMANITIES AND SCIENCES ACADEMY OF THE U.S.,3,507158,0,0,1
ESTRELLA EDUCATION FOUNDATION,ESTRELLA EDUCATION FOUNDATION,3,506414,0,0,1
VICTIM WITNESS SERVICES FOR COCONINO COUNTY,VICTIM WITNESS SERVICES FOR COCONINO COUNTY,4,506272,0,0,1
FLYNN SOUTHWEST LP,FLYNN SOUTHWEST LP,3,505857,0,0,1
NEW WORLD EDUCATIONAL CENTER,NEW WORLD EDUCATIONAL CENTER,3,505075,0,0,1
AMERICAN MEETING & MANAGEMENT LLC,AMERICAN MEETING & MANAGEMENT LLC,3,504417,1,0,1
NATIONAL MEDICAL SERVICES INC,NATIONAL MEDICAL SERVICES INC,4,503939,4,0,1
SOUTHWEST TECHNICAL EDUCATION DISTRICT OF YUMA,SOUTHWEST TECHNICAL EDUCATION DISTRICT OF YUMA,1,503147,0,0,1
ENTERPRISE LEASING CO OF PHOENIX,ENTERPRISE LEASING CO OF PHOENIX,4,502611,0,0,1
ORTHOPEDIC INNOVATIONS,ORTHOPEDIC INNOVATIONS,2,502417,0,0,0
VALLEY FINE SERVICES LLC,VALLEY FINE SERVICES LLC,4,501885,0,0,1
MYTHICS LLC,MYTHICS LLC,2,501768,2,0,1
ARIZONA OPERA COMPANY,ARIZONA OPERA COMPANY,1,500000,0,0,1
WESTCARE ARIZONA I INC,WESTCARE ARIZONA I INC,3,500000,0,0,1
ARIZONA THEATRE COMPANY,ARIZONA THEATRE COMPANY,1,500000,0,0,1
JACKSONS FOOD STORES INC,JACKSONS FOOD STORES INC,3,500000,0,0,1
ARIZONA CAREER PATHWAYS,ARIZONA CAREER PATHWAYS,1,500000,0,0,1
TELEVEDA SYSTEMS INC,TELEVEDA SYSTEMS INC,2,500000,0,0,1
US VETS-PHOENIX LLC,US VETS-PHOENIX LLC,1,500000,0,0,1
SUPERMESA FUEL AND MERC LLC,SUPERMESA FUEL AND MERC LLC,3,500000,0,0,1
ARIZONA CENTER FOR LAW IN THE PUBLIC INTEREST,ARIZONA CENTER FOR LAW IN THE PUBLIC INTEREST,1,500000,1,0,1
INTEGRATED WEB STRATEGY LLC,INTEGRATED WEB STRATEGY LLC,1,500000,1,0,1
"BANC, LLP","BANC, LLP",1,500000,1,0,1
VETERANS 5-9.,VETERANS 5-9.,2,499970,0,0,1
ALPHA ONE HANGER LLC,ALPHA ONE HANGER LLC,2,499418,2,0,1
SHADETREE WELLNESS CENTER,SHADETREE WELLNESS CENTER,4,498325,0,0,1
STEARNS CONRAD & SCHMIDT CONSULTING ENGINEERS INC,STEARNS CONRAD & SCHMIDT CONSULTING ENGINEERS INC,2,497861,0,0,1
"EMSCO\, INC.","EMSCO\, INC.",2,497445,2,0,1
PATHWAYS OF ARIZONA INC,PATHWAYS OF ARIZONA INC,2,497098,2,0,1
MOSES INC,MOSES INC,4,496672,2,0,1
LOVELACE MEDICAL CENTER,LOVELACE MEDICAL CENTER,3,496254,0,0,1
DESIGN MODULARS INC,DESIGN MODULARS INC,3,495886,3,0,1
LIFEPOINT HEALTH,LIFEPOINT HEALTH,4,495801,1,0,1
GHD SERVICES INC,GHD SERVICES INC,4,495276,0,0,1
"URBAN ENERGY SOLUTIONS\, INC.","URBAN ENERGY SOLUTIONS\, INC.",3,495000,3,0,1
LINCOLN PREPARATORY ACADEMY,LINCOLN PREPARATORY ACADEMY,4,492430,0,0,1
PHOENIX EDUCATION MANAGEMENT LLC,PHOENIX EDUCATION MANAGEMENT LLC,2,492019,0,0,1
GRANT THORNTON LLP,GRANT THORNTON LLP,4,491870,4,0,1
NATURAL RESTORATIONS,NATURAL RESTORATIONS,3,491389,0,0,1
UNITED STATE POSTAL SERVICE,UNITED STATE POSTAL SERVICE,2,490300,2,0,1
UEL SOLUTIONS,UEL SOLUTIONS,4,490147,3,0,1
FEED,FEED,4,489904,0,0,1
"JAMSAB REALTY CORP D/B/A CAPITAL ONE PUBLIC FUNDING,LLC","JAMSAB REALTY CORP D/B/A CAPITAL ONE PUBLIC FUNDING,LLC",1,489543,0,0,1
A MAN TRAN,A MAN TRAN,3,489150,0,0,0
COSMICH SIMMONS & BROWN P LLC,COSMICH SIMMONS & BROWN P LLC,2,488952,0,0,0
MONTESSORI EDUC CENTRE-CHARTER SCHOOL,MONTESSORI EDUC CENTRE-CHARTER SCHOOL,4,487917,0,0,1
KATHERINE CHRISTENSEN & ASSOCIATES INC,KATHERINE CHRISTENSEN & ASSOCIATES INC,4,487885,3,0,1
ARRIVALIST,ARRIVALIST,4,487500,4,0,2
CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,1,487017,0,0,1
NEW STAGES LLC,NEW STAGES LLC,3,484814,0,0,1
LEVEL 3 AUDIO VISUAL LLC,LEVEL 3 AUDIO VISUAL LLC,3,484033,0,0,1
FORT MOJAVE IND.HLTH.CTR,FORT MOJAVE IND.HLTH.CTR,4,483913,0,0,1
BERRY DUNN MCNEIL & PARKER LLC,BERRY DUNN MCNEIL & PARKER LLC,4,482480,4,0,2
SHOW LOW UNIFIED SCHOOL DISTRICT,SHOW LOW UNIFIED SCHOOL DISTRICT,1,482455,0,0,1
AURORA BEHAVIORAL HEALTHC,AURORA BEHAVIORAL HEALTHC,3,482152,0,0,1
INTERWEST SAFETY SUPPLY INC,INTERWEST SAFETY SUPPLY INC,4,481101,0,0,2
FORWARD HEALTH GROUP INC,FORWARD HEALTH GROUP INC,2,480969,1,0,1
PRO EM OPERATIONS LLC,PRO EM OPERATIONS LLC,3,480885,0,0,1
HYGEIA II MEDICAL GROUP INC,HYGEIA II MEDICAL GROUP INC,4,480757,0,0,1
GANADO UNIFIED SCHOOL DISTRICT 20,GANADO UNIFIED SCHOOL DISTRICT 20,2,480248,0,0,1
NAVAJO TRIBAL UTILITY AUTHORITY,NAVAJO TRIBAL UTILITY AUTHORITY,2,480219,2,0,2
INTERNATIONAL COMMERCE SECONDARY SCHOOLS,INTERNATIONAL COMMERCE SECONDARY SCHOOLS,2,479583,0,0,1
CITY OF PHOENIX HUMAN SERVICES DEPARTMENT,CITY OF PHOENIX HUMAN SERVICES DEPARTMENT,4,479259,2,0,1
SALT RIVER PIMA MARICOPA INDIAN COMM,SALT RIVER PIMA MARICOPA INDIAN COMM,3,478999,0,0,2
SUNRISE HOSP & MED CNTR,SUNRISE HOSP & MED CNTR,3,478327,0,0,1
COLYAR TECHNOLOGY SOLUTIONS LLC,COLYAR TECHNOLOGY SOLUTIONS LLC,3,478108,3,0,1
CHALLENGE SCHOOL INC,CHALLENGE SCHOOL INC,3,477813,0,0,1
COUNTY OF MARICOPA TEMPE SCH DIST 3,COUNTY OF MARICOPA TEMPE SCH DIST 3,4,477746,0,0,1
"MICROPACT GLOBAL, INC.","MICROPACT GLOBAL, INC.",2,477290,2,0,1
GENERATION JUSTICE,GENERATION JUSTICE,3,476729,0,0,1
NATIONAL ALLIANCE OF STATE AND TERR AIDS DIRECTORS INC,NATIONAL ALLIANCE OF STATE AND TERR AIDS DIRECTORS INC,3,476393,3,0,1
DAVID R FARNEY PLC,DAVID R FARNEY PLC,1,475000,1,0,1
GLYNLYON,GLYNLYON,3,474431,3,0,1
"LA PALOMA PROPERTY OWNERS ASSOCIATION, INC.","LA PALOMA PROPERTY OWNERS ASSOCIATION, INC.",1,473612,1,0,1
LIGHTDAY SOLAR INC,LIGHTDAY SOLAR INC,1,473000,1,0,0
HOPI JUNIOR SENIOR HIGH SCHOOL GOVERNING BOARD,HOPI JUNIOR SENIOR HIGH SCHOOL GOVERNING BOARD,4,472095,0,0,1
SOUTHWEST AUTISM RESEARCH AND RESOURCE CENTER,SOUTHWEST AUTISM RESEARCH AND RESOURCE CENTER,3,472035,0,0,1
VEOLIA WTS SOLUTIONS USA INC,VEOLIA WTS SOLUTIONS USA INC,1,471884,0,0,1
MOHAWK GROUP HOLDINGS,MOHAWK GROUP HOLDINGS,2,471373,0,0,0
CONTEMPORARY SERVICES CORPORATION,CONTEMPORARY SERVICES CORPORATION,4,470552,0,0,1
DIGNITY HLTH AZ GENERAL,DIGNITY HLTH AZ GENERAL,2,470509,0,0,1
ARETE PREPARATORY ACADEMY,ARETE PREPARATORY ACADEMY,4,470245,0,0,2
"CUSTOM DATA PROCESSING,. INC","CUSTOM DATA PROCESSING,. INC",3,470174,3,0,1
ARIZONA RECOVERY TREATMEN,ARIZONA RECOVERY TREATMEN,4,469340,0,0,1
TRUED CONSULTING,TRUED CONSULTING,3,468747,3,0,1
PARENTS ACTION FOR CHILDREN,PARENTS ACTION FOR CHILDREN,1,467856,1,0,1
AZ BEHAVIORAL HEALTH OUTR,AZ BEHAVIORAL HEALTH OUTR,4,466969,0,0,1
ARIZONA ASSOCIATION FFA,ARIZONA ASSOCIATION FFA,3,466959,2,0,1
STATE OF KANSAS,STATE OF KANSAS,2,465400,1,0,1
MOHAVE ELECTRIC COOPERATIVE,MOHAVE ELECTRIC COOPERATIVE,1,465334,0,0,0
APPLE COMPUTER INC,APPLE COMPUTER INC,3,464426,0,0,1
"LORD ARIZONA WATER SYSTEMS, INC.","LORD ARIZONA WATER SYSTEMS, INC.",4,463931,0,0,1
KAYENTA UNIFIED SCHOOL DISTRICT NO 27,KAYENTA UNIFIED SCHOOL DISTRICT NO 27,2,463686,0,0,1
UPLIFTING CARE LLC,UPLIFTING CARE LLC,3,463655,0,0,1
PHOENIX INTERNATIONAL ACADEMY,PHOENIX INTERNATIONAL ACADEMY,3,463273,0,0,1
MY CITY RADIUS COMMUNITY,MY CITY RADIUS COMMUNITY,3,463067,0,0,1
GWEES INTEGRATED HEALTH S,GWEES INTEGRATED HEALTH S,3,462556,0,0,1
HYGEIA II MEDICAL GROUP INC.,HYGEIA II MEDICAL GROUP INC.,3,461790,1,0,1
END 2 END TECHNOLOGIES,END 2 END TECHNOLOGIES,3,461695,0,0,1
GOLDER RANCH FIRE DEPT,GOLDER RANCH FIRE DEPT,4,461532,0,0,1
"MAIN CONSOLIDATED SCHOOL DISTRICT # 10","MAIN CONSOLIDATED SCHOOL DISTRICT # 10",2,461099,0,0,1
"WORLDWIDE INTERACTIVE NETWORK, INC.","WORLDWIDE INTERACTIVE NETWORK, INC.",1,460705,1,0,0
"COMMUNITY FOOD BANK, INC.","COMMUNITY FOOD BANK, INC.",3,460663,0,0,0
PHILAUTIA WELLNESS CENTER,PHILAUTIA WELLNESS CENTER,4,460626,0,0,1
FORESIGHT GROUP HOLDINGS II LLC,FORESIGHT GROUP HOLDINGS II LLC,1,460389,1,0,1
SAFE CARE PROVIDERS LLC,SAFE CARE PROVIDERS LLC,3,460089,0,0,1
BLUE WORLD CONSTRUCTION INC,BLUE WORLD CONSTRUCTION INC,2,460040,1,0,1
"PHIL CLARK LAND, LLC","PHIL CLARK LAND, LLC",1,460000,1,0,1
TASER INTERNATIONAL INC,TASER INTERNATIONAL INC,2,459071,0,0,1
PINE VIEW HOME CARE,PINE VIEW HOME CARE,3,459019,0,0,2
CHEROKEE DEVELOPMENT LTD.,CHEROKEE DEVELOPMENT LTD.,2,459000,2,0,1
RADECO INC,RADECO INC,1,458298,1,0,1
PURPOSE HEALING CENTER,PURPOSE HEALING CENTER,4,458128,0,0,1
MAYO CLINIC MEDICAL FOUNDATION AND RESEA,MAYO CLINIC MEDICAL FOUNDATION AND RESEA,2,457602,0,0,1
ARIZONA HOUSING DEVELOPMENT CORPORATION,ARIZONA HOUSING DEVELOPMENT CORPORATION,3,457313,0,0,1
BANNER-UNIVERSITY MEDICAL GROUP,BANNER-UNIVERSITY MEDICAL GROUP,4,456331,4,0,1
"SURPRISE MARKETPLACE HOLDINGS\, LLC","SURPRISE MARKETPLACE HOLDINGS\, LLC",2,456210,2,0,1
VODAFONE AIRTOUCH LICENSES LLC,VODAFONE AIRTOUCH LICENSES LLC,2,456105,0,0,1
FORT MCDOWELL YAVAPAI NATION,FORT MCDOWELL YAVAPAI NATION,3,455867,2,0,2
"SAN LUIS, CITY OF","SAN LUIS, CITY OF",1,455820,0,0,1
PHOENIX MIDTOWN CENTER LIMITED PARTNERSHIP,PHOENIX MIDTOWN CENTER LIMITED PARTNERSHIP,2,454518,1,0,1
TONYS LAWN MANAGEMENT,TONYS LAWN MANAGEMENT,3,453950,0,0,1
PATULLA BEHAVIORAL HEALTH,PATULLA BEHAVIORAL HEALTH,2,451704,0,0,1
ETHAN STEELE PC,ETHAN STEELE PC,3,451474,3,0,1
MIDSTATE MECHANICAL INC,MIDSTATE MECHANICAL INC,3,450885,0,0,1
HEALTH INFORMATION NETWORK OF ARIZONA,HEALTH INFORMATION NETWORK OF ARIZONA,3,450757,1,0,1
COMFORT SYSTEMS USA INC,COMFORT SYSTEMS USA INC,2,450083,2,0,1
TTY PRODUCTIVITY SERVICES LLC,TTY PRODUCTIVITY SERVICES LLC,3,450000,0,0,1
BAIRD WILLIAMS & GREER LLP,BAIRD WILLIAMS & GREER LLP,1,450000,0,0,1
CALDERON BARTON PLLC,CALDERON BARTON PLLC,1,450000,1,0,1
"INRIX\, INC.","INRIX\, INC.",2,450000,2,0,1
ALBORADA APARTMENTS LP,ALBORADA APARTMENTS LP,1,450000,0,0,1
UMOM HOUSING VI LLC,UMOM HOUSING VI LLC,1,450000,0,0,1
FORWARD TILT LLC,FORWARD TILT LLC,2,449438,0,0,1
APRENDER TUCSON,APRENDER TUCSON,3,449350,0,0,1
LUCILE SALTER PACKARD,LUCILE SALTER PACKARD,2,447258,0,0,0
SAGE HEALING,SAGE HEALING,2,446982,0,0,1
MOUNTAIN OAK CHARTER SCH,MOUNTAIN OAK CHARTER SCH,2,446685,0,0,1
MIND 247 PRACTICE LLC,MIND 247 PRACTICE LLC,2,445734,2,0,1
STATECRAFT PLLC,STATECRAFT PLLC,2,445664,0,0,1
CARLA CARTER AND ASSOCIATES INC,CARLA CARTER AND ASSOCIATES INC,2,445486,2,0,0
TALARI NETWORKS INC,TALARI NETWORKS INC,4,444935,3,0,1
OASIS BH HOSPITAL-CHANDLE,OASIS BH HOSPITAL-CHANDLE,3,443627,1,0,1
SUN VALLEY FARMS UNIT 6 WATER COMPANY INC.,SUN VALLEY FARMS UNIT 6 WATER COMPANY INC.,3,443239,0,0,1
ESPIRITU SCHOOLS,ESPIRITU SCHOOLS,3,442802,0,0,1
PRIMAVERA TECHNICAL LEARNING CENTER,PRIMAVERA TECHNICAL LEARNING CENTER,2,441415,0,0,1
"MATRIX NEW WORLD ENGINEERING, LAND SURVEYING AND LANDSCAPE A","MATRIX NEW WORLD ENGINEERING, LAND SURVEYING AND LANDSCAPE A",3,440812,1,0,1
CARSON CONSTRUCTION COMPANY INC,CARSON CONSTRUCTION COMPANY INC,1,440594,1,0,1
TUCSON PREPARATORY SCHOOL,TUCSON PREPARATORY SCHOOL,3,440475,0,0,1
LEONA GROUP ARIZONA,LEONA GROUP ARIZONA,4,440000,0,0,0
HOLBROOK UNIFIED SCHOOL DISTRICT,HOLBROOK UNIFIED SCHOOL DISTRICT,1,440000,0,0,1
FORWARD SCIENCE HOLDING INCORPORATED,FORWARD SCIENCE HOLDING INCORPORATED,2,440000,2,0,0
COLLIERS INTERNATIONAL,COLLIERS INTERNATIONAL,1,440000,1,0,1
BUCKSKIN FIRE DISTRICT,BUCKSKIN FIRE DISTRICT,3,438548,0,0,1
WILLCOX UNIFIED SCHOOL DISTRICT 13,WILLCOX UNIFIED SCHOOL DISTRICT 13,2,438524,0,0,1
GILA RIVER TRIBE,GILA RIVER TRIBE,4,438487,0,0,1
HEARTWOOD AZ,HEARTWOOD AZ,3,438437,0,0,1
"WIPAIRE\, INC.","WIPAIRE\, INC.",3,438092,3,0,1
RELX INC,RELX INC,4,437769,0,0,1
HAZEN AND SAWYER,HAZEN AND SAWYER,4,437425,0,0,1
CHRISTY LEA ZAVALA,CHRISTY LEA ZAVALA,3,436397,2,0,1
"LIFEOLOGY AZ, INC","LIFEOLOGY AZ, INC",2,435500,0,0,1
POINT OF CHOICE BEHAVIORA,POINT OF CHOICE BEHAVIORA,3,435457,0,0,1
EMBARK WELLNESS CENTER LL,EMBARK WELLNESS CENTER LL,2,434984,0,0,1
ADAPT PHARMA INC.,ADAPT PHARMA INC.,2,434700,2,0,1
"SNOWFLAKE, TOWN OF","SNOWFLAKE, TOWN OF",2,434561,0,0,0
"FOUNTAIN HILLS UNIFIED SCHOOL DISTRICT #98","FOUNTAIN HILLS UNIFIED SCHOOL DISTRICT #98",2,434030,0,0,1
HELLSGATE FIRE DISTRICT,HELLSGATE FIRE DISTRICT,3,433818,0,0,2
NOVUM ADVISORY PLLC,NOVUM ADVISORY PLLC,3,433775,3,0,1
ECONOLITE CONTROL PRODUCT INC,ECONOLITE CONTROL PRODUCT INC,3,431232,2,0,1
MONTESSORI DAY PUBLIC SCHOOL CHARTERED,MONTESSORI DAY PUBLIC SCHOOL CHARTERED,2,430893,0,0,1
EAST SLOPE WATER COMPANY,EAST SLOPE WATER COMPANY,3,429876,0,0,1
D AND J EDUCATIONAL BUSINESS INC,D AND J EDUCATIONAL BUSINESS INC,3,429465,0,0,1
FRUTH GROUP INC,FRUTH GROUP INC,3,429149,0,0,1
PASCUA P.A.T.H,PASCUA P.A.T.H,3,428983,0,0,1
BROADSPIRE SERVICES INC,BROADSPIRE SERVICES INC,4,428740,4,0,1
GARFIELD VETERANS HOUSING III LLC,GARFIELD VETERANS HOUSING III LLC,1,427024,0,0,1
STERIS CORPORATION,STERIS CORPORATION,2,426257,1,0,1
"LOTUS HEALTH ARIZONA, LLC","LOTUS HEALTH ARIZONA, LLC",2,425432,0,0,1
KELLY LAW TEAM PLLC,KELLY LAW TEAM PLLC,1,425000,1,0,1
RIGGS ELLSWORTH & PORTER PLC,RIGGS ELLSWORTH & PORTER PLC,1,425000,1,0,1
"PRO-LITE, INC.","PRO-LITE, INC.",1,424980,1,0,1
PAP LLC,PAP LLC,2,424789,2,0,0
COMMUNITY BRIDGES INC,COMMUNITY BRIDGES INC,3,424637,0,0,2
VICTOR DAD,VICTOR DAD,2,424350,2,0,1
MULE DEER FOUNDATION,MULE DEER FOUNDATION,1,424243,0,0,1
NORTH COUNTRY HEALTHCARE,NORTH COUNTRY HEALTHCARE,3,424062,0,0,2
BLACKBOARD INC,BLACKBOARD INC,4,424017,4,0,2
MOHAVE VALLEY FIRE DISTRICT,MOHAVE VALLEY FIRE DISTRICT,4,421968,0,0,1
ENERTECH RESOURCES LLC,ENERTECH RESOURCES LLC,3,421864,0,0,1
REYES & SONS LANDSCAPING LLC,REYES & SONS LANDSCAPING LLC,4,420992,4,0,1
UNITED CHRISTIAN YOUTH CAMP,UNITED CHRISTIAN YOUTH CAMP,2,420785,0,0,1
THE PITNEY BOWES BANK INC,THE PITNEY BOWES BANK INC,3,420000,3,0,1
RECREATION CENTERS OF SUN CITY WEST INC,RECREATION CENTERS OF SUN CITY WEST INC,1,420000,0,0,1
DREXEL HEIGHTS FIRE DIST,DREXEL HEIGHTS FIRE DIST,1,419178,0,0,1
ARIZONA TRUCK CENTER LLC,ARIZONA TRUCK CENTER LLC,2,419156,1,0,1
GENERAL SERVICES ADMINISTRATION,GENERAL SERVICES ADMINISTRATION,2,418550,2,0,1
MOONEY WRIGHT MOORE & WILHOIT PLLC,MOONEY WRIGHT MOORE & WILHOIT PLLC,1,417850,1,0,1
WESTERN ALLIANCE EQUIPMENT FINANCE INC,WESTERN ALLIANCE EQUIPMENT FINANCE INC,2,416997,0,0,1
UNIVERSITY MEDICAL CTR-NV,UNIVERSITY MEDICAL CTR-NV,2,416907,0,0,1
STATE OF UTAH,STATE OF UTAH,2,416480,0,0,2
TEXAS A&M TRANPSORTATION INSTITUTE,TEXAS A&M TRANPSORTATION INSTITUTE,3,415298,2,0,1
SALPOINTE CATHOLIC HIGH SCHOOL,SALPOINTE CATHOLIC HIGH SCHOOL,3,415249,0,0,1
HELENA CHEMICAL CO,HELENA CHEMICAL CO,3,412826,0,0,1
THE HUMANE SOCIETY OF SOUTHERN ARIZONA INC,THE HUMANE SOCIETY OF SOUTHERN ARIZONA INC,3,412822,0,0,1
MEGAN MORSE ALICIA CAUGHLIN AND THEIR,MEGAN MORSE ALICIA CAUGHLIN AND THEIR,1,412500,1,0,1
"METCAST SERVICE TECH RESOURCES, INC.","METCAST SERVICE TECH RESOURCES, INC.",2,411974,2,0,1
KELMAR ASSOCIATES LLC,KELMAR ASSOCIATES LLC,2,411876,1,0,1
CITY CENTER FOR COLLABORTIVE LEARNING,CITY CENTER FOR COLLABORTIVE LEARNING,3,411100,0,0,1
PBS,PBS,3,410616,0,0,1
EMPOWER HOME CARE,EMPOWER HOME CARE,3,410369,0,0,1
CHRISTOPHER MICHAEL RODRIGUEZ & LORENA CRISTINA,CHRISTOPHER MICHAEL RODRIGUEZ & LORENA CRISTINA,1,410000,1,0,1
MHQ OF AZ,MHQ OF AZ,3,409980,0,0,1
IMAGINE MIDDLE AT EAST MESA INC,IMAGINE MIDDLE AT EAST MESA INC,3,408890,0,0,1
COLORADO CITY UNIFIED SCHOOL DISTRICT,COLORADO CITY UNIFIED SCHOOL DISTRICT,2,407641,0,0,1
"PINYON ENVIRONMENTAL, INC.","PINYON ENVIRONMENTAL, INC.",3,407371,0,0,0
"STARKWEATHER ROOFING, INC.","STARKWEATHER ROOFING, INC.",1,407181,0,0,0
PREMIER ENGINEERING CORP,PREMIER ENGINEERING CORP,3,406219,1,0,1
URETEK USA INC,URETEK USA INC,3,406156,0,0,1
LOVES TRAVEL STOPS & COUNTRY STORE INC,LOVES TRAVEL STOPS & COUNTRY STORE INC,3,405300,0,0,1
SS SIMON & JUDE ROMAN CATHOLIC CATHEDRAL PHOENIX,SS SIMON & JUDE ROMAN CATHOLIC CATHEDRAL PHOENIX,3,404434,0,0,1
"AKDHC,LLC","AKDHC,LLC",3,404399,0,0,1
PRUDENTIAL ASSIGNED SETTLEMENT SERVICES CORP,PRUDENTIAL ASSIGNED SETTLEMENT SERVICES CORP,1,403654,1,0,1
EAGLE COLLEGE PREP MESA LLC,EAGLE COLLEGE PREP MESA LLC,3,403309,0,0,1
VEREGY WEST LLC,VEREGY WEST LLC,3,403223,0,0,1
AMBULNZ INCORPORATED,AMBULNZ INCORPORATED,3,402950,3,0,1
THE GARMENT LEAGUE INC,THE GARMENT LEAGUE INC,2,402834,0,0,1
CENTRAL SCOTTSDALE PREPARATORY ACADEMY,CENTRAL SCOTTSDALE PREPARATORY ACADEMY,3,402630,0,0,1
LIBERTY PIPELINE SERVICES LLC,LIBERTY PIPELINE SERVICES LLC,2,402532,0,0,1
ARIZONA BASKETBALL COACHES ASSOCIATION INC,ARIZONA BASKETBALL COACHES ASSOCIATION INC,2,402530,0,0,1
"DYSART BELL PROPERTY INVESTORS, LLC","DYSART BELL PROPERTY INVESTORS, LLC",1,402284,1,0,1
A TO Z LIFE CENTERS LLC,A TO Z LIFE CENTERS LLC,3,402268,0,0,1
MIDWEST TAR SEALER,MIDWEST TAR SEALER,3,401673,0,0,1
NEIGHBORHOOD OUTREACH ACCESS TO HEALTH,NEIGHBORHOOD OUTREACH ACCESS TO HEALTH,2,401624,0,0,1
LRP PUBLICATIONS INC,LRP PUBLICATIONS INC,3,401185,3,0,1
TUBAC FIRE DISTRICT,TUBAC FIRE DISTRICT,3,400703,0,0,3
RANCHBOT MONITORING SOLUTIONS INC,RANCHBOT MONITORING SOLUTIONS INC,2,400073,0,0,1
AAN ENTERPRISE LLC,AAN ENTERPRISE LLC,2,400000,0,0,0
JOSHUA CARDEN LAW FIRM PC,JOSHUA CARDEN LAW FIRM PC,1,400000,1,0,1
MICHAEL GARTH MOORE,MICHAEL GARTH MOORE,1,400000,1,0,1
GARRISON LAW FIRM IN TRUST FOR LAUREN SIMMONS,GARRISON LAW FIRM IN TRUST FOR LAUREN SIMMONS,1,400000,1,0,0
SEATTLE UNIVERSITY SCHOOL OF LAW,SEATTLE UNIVERSITY SCHOOL OF LAW,1,400000,0,0,1
BIKE ACCIDENT ATTORNEYS PLC,BIKE ACCIDENT ATTORNEYS PLC,1,400000,1,0,1
MAX MINI MART LTD,MAX MINI MART LTD,2,400000,0,0,1
"BEAST MODE TOURING, INC","BEAST MODE TOURING, INC",2,400000,2,0,1
FORT THOMAS FIRE DISTRICT,FORT THOMAS FIRE DISTRICT,1,400000,0,0,1
SATNAM LLC,SATNAM LLC,2,400000,0,0,2
BENNETTS OIL CO,BENNETTS OIL CO,2,400000,0,0,1
DLA-6 PROPERTIES LLC,DLA-6 PROPERTIES LLC,2,400000,0,0,1
MOODYS INVESTORS SERVICE,MOODYS INVESTORS SERVICE,3,400000,1,0,1
SHREE RANG LLC,SHREE RANG LLC,2,400000,0,0,1
